fips,name,state,state_full,twitter,population,twitterYN,twitterNotes,twitter_active_COVID,twitter_active_last60,facebookYN,facebookNotes,notes,district,id,conversation_id,created_at,date,time,timezone,user_id,twitter_display_name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,filename,total_tweets,tweets_COVID,tweets_last60,mean_likes,mean_retweets,mean_replies
19107,Keokuk County,IA,Iowa,NA,10085,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19109,Kossuth County,IA,Iowa,NA,14680,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19111,Lee County,IA,Iowa,NA,33480,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19113,Linn County,IA,Iowa,lcpublichealth,227854,1,NA,Yes,Yes,0,NA,DoubleCheck,NA,146572e13,146572e13,2021-11-30 11:15:00 Eastern Standard Time,11/30/2021,11:15:00,-500,66561298,Linn Public Health,NA,"Continue to practice the 3 W's: wear a mask, wait 6 feet apart, and wash your hands. These mitigation measures continue to be important.  https://t.co/i4xkfIfD7W",en,[],[],['https://pbs.twimg.com/media/FCovgQiXsAEX1WS.jpg'],0,2,6,[],[],https://twitter.com/LCPublicHealth/status/1465715998837723138,FALSE,NA,1,https://pbs.twimg.com/media/FCovgQiXsAEX1WS.jpg,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,Linn County_Iowa.csv,20,20,20,1.45,0.9,0
19115,Louisa County,IA,Iowa,NA,11011,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19117,Lucas County,IA,Iowa,NA,8518,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19119,Lyon County,IA,Iowa,NA,11756,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19121,Madison County,IA,Iowa,madcoph,16521,1,NA,Yes,Yes,0,NA,DoubleCheck,NA,14636e14,14636e14,2021-11-24 15:04:43 Eastern Standard Time,11/24/2021,15:04:43,-500,3165772886,MC Public Health,NA,"MCPH offices will be closed Thursday, 11/25 and Friday, 11/26 for #Thanksgiving . May you and your family have a healthy and blessed holiday!  https://t.co/uQkrE6ZCxo",en,[],[],['https://pbs.twimg.com/media/FE-_rWbWUAgYTSk.jpg'],0,0,0,['thanksgiving'],[],https://twitter.com/madcoPH/status/1463599482940145679,FALSE,NA,1,https://pbs.twimg.com/media/FE-_rWbWUAgYTSk.jpg,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,Madison County_Iowa.csv,0,0,0,0,0,0
19123,Mahaska County,IA,Iowa,NA,22370,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19125,Marion County,IA,Iowa,NA,33168,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19127,Marshall County,IA,Iowa,NA,39495,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19129,Mills County,IA,Iowa,NA,14766,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19131,Mitchell County,IA,Iowa,mitchell_health,10647,1,DoubleCheck,No,No,0,NA,DoubleCheck,NA,131129e13,131129e13,2020-09-30 08:48:51 Eastern Daylight Time,9/30/2020,08:48:51,-500,122271e13,Mitchell County Home Health & Public Health,NA,https://t.co/rVRwgEVJCV,und,[],[],['https://pbs.twimg.com/media/EjKgeOdWsAIAVnc.jpg'],0,0,0,[],[],https://twitter.com/mitchell_health/status/1311286887068381190,FALSE,NA,1,https://pbs.twimg.com/media/EjKgeOdWsAIAVnc.jpg,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,Mitchell County_Iowa.csv,0,0,0,0,0,0
19133,Monona County,IA,Iowa,NA,8598,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19135,Monroe County,IA,Iowa,NA,7770,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19137,Montgomery County,IA,Iowa,NA,9935,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19139,Muscatine County,IA,Iowa,NA,42394,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19141,O'Brien County,IA,Iowa,NA,13679,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19143,Osceola County,IA,Iowa,osceolarhc,5987,1,DoubleCheck,No,No,0,NA,No_tweets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
19145,Page County,IA,Iowa,NA,15073,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19147,Palo Alto County,IA,Iowa,pachs_iowa,8845,1,NA,No,No,0,NA,Outdated-Add District,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,0,0,0.1,0
19149,Plymouth County,IA,Iowa,NA,25219,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19151,Pocahontas County,IA,Iowa,NA,6607,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19153,Polk County,IA,Iowa,polkcohealth,494281,1,NA,Yes,Yes,1,NA,NA,NA,146539e13,146539e13,2021-11-29 13:34:11 Eastern Standard Time,11/29/2021,13:34:11,-500,20592308,Polk County Health,NA,We are partnering with Des Moines Refugee Support for Santa's Ride. See you this Saturday!  https://t.co/caVx3B9Ux0,en,[],[],['https://pbs.twimg.com/media/FFYa-hFXoAwerDB.jpg'],0,0,0,[],[],https://twitter.com/polkcohealth/status/1465388636128620549,FALSE,NA,1,https://pbs.twimg.com/media/FFYa-hFXoAwerDB.jpg,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,Polk County_Iowa.csv,60,60,59,1.8666666666666667,0.8833333333333333,0.3
19155,Pottawattamie County,IA,Iowa,pottcophd,93328,1,NA,Yes,No,0,NA,DoubleCheck,NA,125e16,125e16,2020-04-03 15:09:01 Eastern Daylight Time,4/3/2020,15:09:01,-500,124e16,Pottawattamie County Public Health,NA,Seventh COVID-19 presumptive positive case in Pottawattamie County.  https://t.co/LvPtSHq8ZK,en,[],[],['https://pbs.twimg.com/media/EUs5Sn5WAAArtzV.jpg'],1,0,0,[],[],https://twitter.com/PottCoPHD/status/1246152746358788097,FALSE,NA,1,https://pbs.twimg.com/media/EUs5Sn5WAAArtzV.jpg,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,Pottawattamie County_Iowa.csv,15,15,0,0.3333333333333333,0.2,0.06666666666666667
19157,Poweshiek County,IA,Iowa,NA,18381,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19159,Ringgold County,IA,Iowa,NA,4801,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19161,Sac County,IA,Iowa,NA,9603,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19163,Scott County,IA,Iowa,scotthealthdept,173216,1,NA,Yes,Yes,1,NA,NA,NA,1465e15,1465e15,2021-11-28 11:41:37 Eastern Standard Time,11/28/2021,11:41:37,-500,710495e12,Scott Co Health Dept,NA,#MakeYouSmile  https://t.co/1dzz7zJIIp,und,[],[],['https://pbs.twimg.com/media/FFS3174XIAIqQBL.jpg'],0,0,0,['makeyousmile'],[],https://twitter.com/scotthealthdept/status/1464997922458808330,FALSE,NA,1,https://pbs.twimg.com/media/FFS3174XIAIqQBL.jpg,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,Scott County_Iowa.csv,20,20,20,0,0,0
19165,Shelby County,IA,Iowa,NA,11430,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19167,Sioux County,IA,Iowa,NA,35043,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19169,Story County,IA,Iowa,NA,98237,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19171,Tama County,IA,Iowa,NA,16801,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19173,Taylor County,IA,Iowa,taylor_iowa,6092,1,NA,Yes,No,0,NA,DoubleCheck,NA,137944e13,137944e13,2021-04-06 10:29:03 Eastern Daylight Time,4/6/2021,10:29:03,-500,137e16,Taylor County Public Health-Iowa,NA,"@KMABroadcasting Help us spread the word! We have about 20 spots open at our clinic in Corning on Thursday! Also...plenty of doses for Saturday in Bedford! Sign up, show up, get vaccinated and help stop the spread of Covid!  https://t.co/iYgeEnAn3b",en,[],['https://www.eventbrite.com/o/taylor-county-public-health-32838770479'],[],0,0,0,[],[],https://twitter.com/taylor_iowa/status/1379441023047368708,FALSE,NA,0,NA,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,Taylor County_Iowa.csv,13,13,0,2,1.1538461538461537,0.3076923076923077
19175,Union County,IA,Iowa,NA,12157,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19177,Van Buren County,IA,Iowa,NA,7069,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19179,Wapello County,IA,Iowa,NA,34985,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19181,Warren County,IA,Iowa,wchs_ia,52265,1,NA,Yes,Yes,0,NA,DoubleCheck,NA,147e16,147e16,2021-11-30 10:44:00 Eastern Standard Time,11/30/2021,10:44:00,-500,123e16,Warren County Health Services,NA,Roll up your sleeve to get a flu shot! #maskup #latherup #sleeveup #fightflu #fluvaccine #publichealth #FluSeason #flu  https://t.co/24ZtVggbMk,en,[],[],['https://pbs.twimg.com/media/FE0VwqDXEAc4jj0.jpg'],0,0,1,"['maskup', 'latherup', 'sleeveup', 'fightflu', 'fluvaccine', 'publichealth', 'fluseason', 'flu']",[],https://twitter.com/WCHS_IA/status/1465708196572672000,FALSE,NA,1,https://pbs.twimg.com/media/FE0VwqDXEAc4jj0.jpg,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,Warren County_Iowa.csv,53,53,53,0.2641509433962264,0.05660377358490566,0
19183,Washington County,IA,Iowa,NA,21992,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19185,Wayne County,IA,Iowa,NA,6415,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19187,Webster County,IA,Iowa,websterpublic,35934,1,DoubleCheck,No,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,40,0,0.325,0.425,0.025
19189,Winnebago County,IA,Iowa,NA,10277,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19191,Winneshiek County,IA,Iowa,NA,19862,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19193,Woodbury County,IA,Iowa,siouxlandhealth,103138,1,NA,Yes,Yes,0,NA,DoubleCheck,NA,14654e14,14654e14,2021-11-29 14:01:05 Eastern Standard Time,11/29/2021,14:01:05,-500,1228087141,Siouxland Health Dpt,NA,"Ongoing cough, shortness of breath, wheezing, and chest tightness are all symptoms of COPD. Symptoms can start slowly, so pay attention to what your body is telling you. Talk to a healthcare provider to learn more about COPD.  https://t.co/y0OzXOJiTL  https://t.co/42rENA25vq",en,[],['http://ow.ly/otEF50GQmCO'],['https://pbs.twimg.com/media/FFYhW8OXEAISRuv.jpg'],0,0,1,[],[],https://twitter.com/SiouxlandHealth/status/1465395408973217793,FALSE,NA,1,https://pbs.twimg.com/media/FFYhW8OXEAISRuv.jpg,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,Woodbury County_Iowa.csv,40,40,40,1.1,0.4,0.05
19195,Worth County,IA,Iowa,NA,7359,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19197,Wright County,IA,Iowa,NA,12416,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20001,Allen County,KS,Kansas,NA,12399,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20003,Anderson County,KS,Kansas,NA,7949,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20005,Atchison County,KS,Kansas,NA,16015,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20007,Barber County,KS,Kansas,NA,4358,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20009,Barton County,KS,Kansas,NA,25658,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20011,Bourbon County,KS,Kansas,NA,14435,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20013,Brown County,KS,Kansas,NA,9482,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20015,Butler County,KS,Kansas,NA,66992,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20017,Chase County,KS,Kansas,NA,2586,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20019,Chautauqua County,KS,Kansas,NA,3230,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20021,Cherokee County,KS,Kansas,NA,19681,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20023,Cheyenne County,KS,Kansas,NA,2600,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20025,Clark County,KS,Kansas,NA,1963,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20027,Clay County,KS,Kansas,NA,8025,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20029,Cloud County,KS,Kansas,NA,8642,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20031,Coffey County,KS,Kansas,NA,8158,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20033,Comanche County,KS,Kansas,NA,1690,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20035,Cowley County,KS,Kansas,cowleyhealth,34628,1,DoubleCheck,No,No,1,NA,NA,NA,144284e13,144284e13,2021-09-28 09:01:02 Eastern Daylight Time,9/28/2021,09:01:02,-500,3650145374,Cowley County Health,NA,Public Health Emergency Preparedness helps fund preparation activities in counties all across Kansas. Itâ€™s a vital link in our keeping people safe. #KSPrepared.,en,[],[],[],0,1,2,['ksprepared'],[],https://twitter.com/CowleyHealth/status/1442836750464921601,FALSE,NA,0,NA,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,Cowley County_Kansas.csv,40,31,0,2.3,1.25,0.175
20037,Crawford County,KS,Kansas,crcohd,38730,1,NA,Yes,Yes,1,NA,NA,NA,14657e14,14657e14,2021-11-30 09:55:35 Eastern Standard Time,11/30/2021,09:55:35,-500,13e17,Crawford County Health Department,NA,The Crawford County Health Department will be offering COVID-19 booster shots every Tuesday and Friday at the Health Department.   No appointment necessary.  Ample supply of vaccine available.  https://t.co/1qPResbIC7,en,[],['https://www.instagram.com/p/CW53PP_A5PA/?utm_medium=twitter'],[],0,1,0,[],[],https://twitter.com/crcohd/status/1465696011238588421,FALSE,NA,0,NA,NA,NA,NA,NA,NA,NA,[],NA,NA,NA,NA,Crawford County_Kansas.csv,33,33,33,0.12121212121212122,0.09090909090909091,0
20039,Decatur County,KS,Kansas,NA,2776,0,NA,NA,NA,0,NA,DoubleCheck,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
