fips,name,state,state_full,twitter,twitterYN,twitterNotes,twitter_active_COVID,twitter_active_last60,facebookYN,facebookNotes,notes,district,user_id,tweet,date,time,link,year,month,day
16021,Boundary County,ID,Idaho,phdidaho,1,NA,Outdated-Add District,No,1,NA,NA,Panhandle Health District - Idaho,61523172,What is the Youth Water Summit? A scientific conference for high school students who are learning about our watershed through the Confluence Project using field experiences and hands-on research. They are...  https://t.co/RiVFeca8P9,4/29/2019,11:16:55,https://twitter.com/phdidaho/status/1122882459652247553,2019,4,29
16023,Butte County,ID,Idaho,siphidaho,1,NA,Yes,Yes,1,NA,NA,Southeastern Idaho Public Health,16783792,Getting her vaccinated against COVID-19 means less worry and more hugs. To find a COVID-19 vaccine near you visit  https://t.co/gvacYoEBsr.  https://t.co/GZVRe73bhK,11/24/2021,8:20:05,https://twitter.com/siphidaho/status/1463497652860252162,2021,11,24
16025,Camas County,ID,Idaho,scphd,1,NA,Yes,No,1,NA,NA,South Central Public Health District - Idaho,100076441,October is #BreastCancer Month! Did you know there are some things you can do to reduce your risk of breast cancer? Read more:  https://t.co/YSA4s2We6w,10/8/2020,16:12:58,https://twitter.com/SCPHD/status/1314297757792759809,2020,10,8
16027,Canyon County,ID,Idaho,swdhidaho,1,NA,Yes,Yes,1,NA,NA,Southwest District Health - Idaho,1102086571,Reminder: The COVID-19 Weekly Summary Graphics and Dashboard will not be updated this week (11/24). The next scheduled update of the COVID-19 Weekly Summary Graphics and Dashboard is 12/1.   The 11/17 info may be found on the SWDH website at  https://t.co/EEpNzMh44I.,11/24/2021,16:00:01,https://twitter.com/SWDHIDAHO/status/1463613397946155008,2021,11,24
16029,Caribou County,ID,Idaho,siphidaho,1,NA,Yes,Yes,1,NA,NA,Southeastern Idaho Public Health,16783792,Getting her vaccinated against COVID-19 means less worry and more hugs. To find a COVID-19 vaccine near you visit  https://t.co/gvacYoEBsr.  https://t.co/GZVRe73bhK,11/24/2021,8:20:05,https://twitter.com/siphidaho/status/1463497652860252162,2021,11,24
16031,Cassia County,ID,Idaho,scphd,1,NA,Yes,No,1,NA,NA,South Central Public Health District - Idaho,100076441,October is #BreastCancer Month! Did you know there are some things you can do to reduce your risk of breast cancer? Read more:  https://t.co/YSA4s2We6w,10/8/2020,16:12:58,https://twitter.com/SCPHD/status/1314297757792759809,2020,10,8
16033,Clark County,ID,Idaho,eiphd,1,DoubleCheck,No,No,1,NA,Outdated-Add District,NA,NA,NA,NA,NA,NA,NA,NA,NA
16035,Clearwater County,ID,Idaho,phincd,1,NA,Yes,Yes,1,NA,NA,Public Health District 2 - Idaho,17851232,Today is Public Health Thank-You Day! The public health workforce work day in and day out to keep us safe every day of the year—and for that we say THANK YOU! #PHTYD  https://t.co/FENcOxKxFR,11/22/2021,10:30:01,https://twitter.com/PHINCD/status/1462805573603414017,2021,11,22
16037,Custer County,ID,Idaho,eiphd,1,DoubleCheck,No,No,1,NA,Outdated-Add District,NA,NA,NA,NA,NA,NA,NA,NA,NA
16039,Elmore County,ID,Idaho,cdhidaho,1,NA,Yes,Yes,1,NA,NA,Public Health District IV - Idaho,37749338,"CDH will be closed Thursday, Nov. 25, 2021 in observance of Thanksgiving Day. We will reopen on Friday, Nov. 26, 2021. CDH’s COVID-19 numbers will be updated Friday.   Please note, our COVID-19 call center will be closed on Friday, Nov. 26, 2021 &amp; will reopen Monday, Nov. 29.  https://t.co/oRLfxnOkAT",11/24/2021,17:00:01,https://twitter.com/CDHidaho/status/1463628496530546696,2021,11,24
16041,Franklin County,ID,Idaho,siphidaho,1,NA,Yes,Yes,1,NA,NA,Southeastern Idaho Public Health,16783792,Getting her vaccinated against COVID-19 means less worry and more hugs. To find a COVID-19 vaccine near you visit  https://t.co/gvacYoEBsr.  https://t.co/GZVRe73bhK,11/24/2021,8:20:05,https://twitter.com/siphidaho/status/1463497652860252162,2021,11,24
16043,Fremont County,ID,Idaho,eiphd,1,DoubleCheck,No,No,1,NA,Outdated-Add District,NA,NA,NA,NA,NA,NA,NA,NA,NA
16045,Gem County,ID,Idaho,swdhidaho,1,NA,Yes,Yes,1,NA,NA,Southwest District Health - Idaho,1102086571,Reminder: The COVID-19 Weekly Summary Graphics and Dashboard will not be updated this week (11/24). The next scheduled update of the COVID-19 Weekly Summary Graphics and Dashboard is 12/1.   The 11/17 info may be found on the SWDH website at  https://t.co/EEpNzMh44I.,11/24/2021,16:00:01,https://twitter.com/SWDHIDAHO/status/1463613397946155008,2021,11,24
16047,Gooding County,ID,Idaho,scphd,1,NA,Yes,No,1,NA,NA,South Central Public Health District - Idaho,100076441,October is #BreastCancer Month! Did you know there are some things you can do to reduce your risk of breast cancer? Read more:  https://t.co/YSA4s2We6w,10/8/2020,16:12:58,https://twitter.com/SCPHD/status/1314297757792759809,2020,10,8
16049,Idaho County,ID,Idaho,phincd,1,NA,Yes,Yes,1,NA,NA,Public Health District 2 - Idaho,17851232,Today is Public Health Thank-You Day! The public health workforce work day in and day out to keep us safe every day of the year—and for that we say THANK YOU! #PHTYD  https://t.co/FENcOxKxFR,11/22/2021,10:30:01,https://twitter.com/PHINCD/status/1462805573603414017,2021,11,22
16051,Jefferson County,ID,Idaho,eiphd,1,DoubleCheck,No,No,1,NA,Outdated-Add District,NA,NA,NA,NA,NA,NA,NA,NA,NA
16053,Jerome County,ID,Idaho,scphd,1,NA,Yes,No,1,NA,NA,South Central Public Health District - Idaho,100076441,October is #BreastCancer Month! Did you know there are some things you can do to reduce your risk of breast cancer? Read more:  https://t.co/YSA4s2We6w,10/8/2020,16:12:58,https://twitter.com/SCPHD/status/1314297757792759809,2020,10,8
16055,Kootenai County,ID,Idaho,phdidaho,1,NA,Outdated-Add District,No,1,NA,NA,Panhandle Health District - Idaho,61523172,What is the Youth Water Summit? A scientific conference for high school students who are learning about our watershed through the Confluence Project using field experiences and hands-on research. They are...  https://t.co/RiVFeca8P9,4/29/2019,11:16:55,https://twitter.com/phdidaho/status/1122882459652247553,2019,4,29
16057,Latah County,ID,Idaho,phincd,1,NA,Yes,Yes,1,NA,NA,Public Health District 2 - Idaho,17851232,Today is Public Health Thank-You Day! The public health workforce work day in and day out to keep us safe every day of the year—and for that we say THANK YOU! #PHTYD  https://t.co/FENcOxKxFR,11/22/2021,10:30:01,https://twitter.com/PHINCD/status/1462805573603414017,2021,11,22
16059,Lemhi County,ID,Idaho,eiphd,1,DoubleCheck,No,No,1,NA,Outdated-Add District,NA,NA,NA,NA,NA,NA,NA,NA,NA
16061,Lewis County,ID,Idaho,phincd,1,NA,Yes,Yes,1,NA,NA,Public Health District 2 - Idaho,17851232,Today is Public Health Thank-You Day! The public health workforce work day in and day out to keep us safe every day of the year—and for that we say THANK YOU! #PHTYD  https://t.co/FENcOxKxFR,11/22/2021,10:30:01,https://twitter.com/PHINCD/status/1462805573603414017,2021,11,22
16063,Lincoln County,ID,Idaho,scphd,1,NA,Yes,No,1,NA,NA,South Central Public Health District - Idaho,100076441,October is #BreastCancer Month! Did you know there are some things you can do to reduce your risk of breast cancer? Read more:  https://t.co/YSA4s2We6w,10/8/2020,16:12:58,https://twitter.com/SCPHD/status/1314297757792759809,2020,10,8
16065,Madison County,ID,Idaho,eiphd,1,DoubleCheck,No,No,1,NA,Outdated-Add District,NA,NA,NA,NA,NA,NA,NA,NA,NA
16067,Minidoka County,ID,Idaho,scphd,1,NA,Yes,No,1,NA,NA,South Central Public Health District - Idaho,100076441,October is #BreastCancer Month! Did you know there are some things you can do to reduce your risk of breast cancer? Read more:  https://t.co/YSA4s2We6w,10/8/2020,16:12:58,https://twitter.com/SCPHD/status/1314297757792759809,2020,10,8
16069,Nez Perce County,ID,Idaho,phincd,1,NA,Yes,Yes,1,NA,NA,Public Health District 2 - Idaho,17851232,Today is Public Health Thank-You Day! The public health workforce work day in and day out to keep us safe every day of the year—and for that we say THANK YOU! #PHTYD  https://t.co/FENcOxKxFR,11/22/2021,10:30:01,https://twitter.com/PHINCD/status/1462805573603414017,2021,11,22
16071,Oneida County,ID,Idaho,siphidaho,1,NA,Yes,Yes,1,NA,NA,Southeastern Idaho Public Health,16783792,Getting her vaccinated against COVID-19 means less worry and more hugs. To find a COVID-19 vaccine near you visit  https://t.co/gvacYoEBsr.  https://t.co/GZVRe73bhK,11/24/2021,8:20:05,https://twitter.com/siphidaho/status/1463497652860252162,2021,11,24
16073,Owyhee County,ID,Idaho,swdhidaho,1,NA,Yes,Yes,1,NA,NA,Southwest District Health - Idaho,1102086571,Reminder: The COVID-19 Weekly Summary Graphics and Dashboard will not be updated this week (11/24). The next scheduled update of the COVID-19 Weekly Summary Graphics and Dashboard is 12/1.   The 11/17 info may be found on the SWDH website at  https://t.co/EEpNzMh44I.,11/24/2021,16:00:01,https://twitter.com/SWDHIDAHO/status/1463613397946155008,2021,11,24
16075,Payette County,ID,Idaho,swdhidaho,1,NA,Yes,Yes,1,NA,NA,Southwest District Health - Idaho,1102086571,Reminder: The COVID-19 Weekly Summary Graphics and Dashboard will not be updated this week (11/24). The next scheduled update of the COVID-19 Weekly Summary Graphics and Dashboard is 12/1.   The 11/17 info may be found on the SWDH website at  https://t.co/EEpNzMh44I.,11/24/2021,16:00:01,https://twitter.com/SWDHIDAHO/status/1463613397946155008,2021,11,24
16077,Power County,ID,Idaho,siphidaho,1,NA,Yes,Yes,1,NA,NA,Southeastern Idaho Public Health,16783792,Getting her vaccinated against COVID-19 means less worry and more hugs. To find a COVID-19 vaccine near you visit  https://t.co/gvacYoEBsr.  https://t.co/GZVRe73bhK,11/24/2021,8:20:05,https://twitter.com/siphidaho/status/1463497652860252162,2021,11,24
16079,Shoshone County,ID,Idaho,phdidaho,1,NA,Outdated-Add District,No,1,NA,NA,Panhandle Health District - Idaho,61523172,What is the Youth Water Summit? A scientific conference for high school students who are learning about our watershed through the Confluence Project using field experiences and hands-on research. They are...  https://t.co/RiVFeca8P9,4/29/2019,11:16:55,https://twitter.com/phdidaho/status/1122882459652247553,2019,4,29
16081,Teton County,ID,Idaho,eiphd,1,DoubleCheck,No,No,1,NA,Outdated-Add District,NA,NA,NA,NA,NA,NA,NA,NA,NA
16083,Twin Falls County,ID,Idaho,scphd,1,NA,Yes,No,1,NA,NA,South Central Public Health District - Idaho,100076441,October is #BreastCancer Month! Did you know there are some things you can do to reduce your risk of breast cancer? Read more:  https://t.co/YSA4s2We6w,10/8/2020,16:12:58,https://twitter.com/SCPHD/status/1314297757792759809,2020,10,8
16085,Valley County,ID,Idaho,cdhidaho,1,NA,Yes,Yes,1,NA,NA,Public Health District IV - Idaho,37749338,"CDH will be closed Thursday, Nov. 25, 2021 in observance of Thanksgiving Day. We will reopen on Friday, Nov. 26, 2021. CDH’s COVID-19 numbers will be updated Friday.   Please note, our COVID-19 call center will be closed on Friday, Nov. 26, 2021 &amp; will reopen Monday, Nov. 29.  https://t.co/oRLfxnOkAT",11/24/2021,17:00:01,https://twitter.com/CDHidaho/status/1463628496530546696,2021,11,24
16087,Washington County,ID,Idaho,swdhidaho,1,NA,Yes,Yes,1,NA,NA,Southwest District Health - Idaho,1102086571,Reminder: The COVID-19 Weekly Summary Graphics and Dashboard will not be updated this week (11/24). The next scheduled update of the COVID-19 Weekly Summary Graphics and Dashboard is 12/1.   The 11/17 info may be found on the SWDH website at  https://t.co/EEpNzMh44I.,11/24/2021,16:00:01,https://twitter.com/SWDHIDAHO/status/1463613397946155008,2021,11,24
17001,Adams County,IL,Illinois,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17003,Alexander County,IL,Illinois,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17005,Bond County,IL,Illinois,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17007,Boone County,IL,Illinois,boonecohealth,1,NA,Yes,No,0,NA,NA,NA,66794828,"As the summer heat continues to intensify, here are five ways to make sure you stay hydrated.  https://t.co/m3D7zPR3RQ",7/22/2021,13:10:04,https://twitter.com/boonecohealth/status/1418257048618389510,2021,7,22
17009,Brown County,IL,Illinois,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17011,Bureau County,IL,Illinois,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17013,Calhoun County,IL,Illinois,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17015,Carroll County,IL,Illinois,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17017,Cass County,IL,Illinois,casscohealthil,1,NA,Yes,Yes,0,NA,NA,NA,282207076,https://t.co/6xVzP6ngyg,11/17/2021,16:46:59,https://twitter.com/casscohealthIL/status/1461088502079275010,2021,11,17
17019,Champaign County,IL,Illinois,cu_publichealth,1,NA,Yes,Yes,0,NA,NA,NA,69265048,CUPHD also has an opening for a full-time Accountant I. Visit our website for details and to apply!  https://t.co/BHuzzNxc7V,11/24/2021,11:47:06,https://twitter.com/CU_PublicHealth/status/1463549750519775237,2021,11,24
17021,Christian County,IL,Illinois,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17023,Clark County,IL,Illinois,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17025,Clay County,IL,Illinois,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17027,Clinton County,IL,Illinois,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17029,Coles County,IL,Illinois,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17031,Cook County,IL,Illinois,cookcohealth,1,NA,Yes,Yes,0,NA,NA,NA,92586353,MIS-C (Multisystem inflammatory syndrome) is a rare but severe complication you can get after contracting COVID-19.  Learn more:  https://t.co/iWlejuZLlK  https://t.co/J9MdnNSZNk,11/24/2021,17:01:08,https://twitter.com/CookCoHealth/status/1463628777934757907,2021,11,24
17033,Crawford County,IL,Illinois,crawford_health,1,DoubleCheck,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17035,Cumberland County,IL,Illinois,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17037,DeKalb County,IL,Illinois,dekalbcohd,1,NA,Yes,Yes,0,NA,NA,NA,2563575072,We will be closed tomorrow and Friday in observance of Thanksgiving. Have a safe and happy holiday!  https://t.co/pZZCGf66YN,11/24/2021,13:02:12,https://twitter.com/DeKalbCoHD/status/1463568648187129870,2021,11,24
17039,De Witt County,IL,Illinois,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17041,Douglas County,IL,Illinois,douglascohealth,1,NA,Yes,Yes,0,NA,NA,NA,1284302058,"COVID-19 Update Wed., November 24, 2021 #DCHD 7 New COVID-19 Cases Today (5 Unvaccinated Cases) (2 Fully Vaccinated Cases)  #3572 Total Known COVID-19 Cases #46 Known COVID-19 Deaths #133 Active &amp; Close-Contact Cases Monitored Today  #douglascountyil_covid19_update  https://t.co/AiJ2KYciVs",11/24/2021,18:00:01,https://twitter.com/DOUGLASCOHEALTH/status/1463643597312434176,2021,11,24
17043,DuPage County,IL,Illinois,dupagehd,1,NA,Yes,Yes,0,NA,NA,NA,237460655,"Thanksgiving is tomorrow, have a safe and healthy day. Remember to cook your turkey thoroughly. Use a food thermometer to make sure the turkey has reached a safe internal temperature of 165°F. For more information, visit  https://t.co/vETvk273ae  https://t.co/gEvvpWc7Bs",11/24/2021,18:00:02,https://twitter.com/DuPageHD/status/1463643600915349505,2021,11,24
17045,Edgar County,IL,Illinois,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17047,Edwards County,IL,Illinois,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17049,Effingham County,IL,Illinois,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17051,Fayette County,IL,Illinois,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17053,Ford County,IL,Illinois,fcphd1,1,NA,Yes,No,0,NA,NA,NA,3041504216,"Vaccine Clinic PBL Jr High/High School Commons  700 W. Orleans St.  Paxton, IL 60957 Aug 12 (first dose) / Sept 2 (2nd dose) 5-7pm  https://t.co/zRCCF0blNo",8/6/2021,14:53:17,https://twitter.com/FCPHD1/status/1423718838529634310,2021,8,6
17055,Franklin County,IL,Illinois,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17057,Fulton County,IL,Illinois,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17059,Gallatin County,IL,Illinois,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17061,Greene County,IL,Illinois,gchdhealth,1,DoubleCheck,No,No,0,NA,Outdated-Add District,NA,NA,NA,NA,NA,NA,NA,NA,NA
17063,Grundy County,IL,Illinois,grundyhealth,1,DoubleCheck,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17065,Hamilton County,IL,Illinois,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17067,Hancock County,IL,Illinois,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17069,Hardin County,IL,Illinois,s7healthdept,1,NA,Yes,Yes,1,NA,NA,Southern Seven Health Department - lllinois,1.34E+18,"Vienna Head Start Early Learning Center reminded parents to enroll their child in Head Start during the Heritage Festival Parade in Vienna on October 2.  For more information about Head Start, call 618-634-2297 or visit  https://t.co/dvuealnaD0.  https://t.co/i1NCcb6XAy",10/7/2021,12:35:49,https://twitter.com/S7HealthDept/status/1446152294731554821,2021,10,7
17071,Henderson County,IL,Illinois,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17073,Henry County,IL,Illinois,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17075,Iroquois County,IL,Illinois,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17077,Jackson County,IL,Illinois,jchealthdept,1,NA,Yes,Yes,0,NA,NA,NA,778700372,"JCHD was notified today of 12 new cases of COVID-19.  98 active cases. 8,428 cases to date, with 109 related deaths. 8,221 individuals released from isolation, including 3 today.",11/24/2021,16:13:06,https://twitter.com/Jchealthdept/status/1463616690986569732,2021,11,24
17079,Jasper County,IL,Illinois,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17081,Jefferson County,IL,Illinois,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17083,Jersey County,IL,Illinois,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17085,Jo Daviess County,IL,Illinois,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17087,Johnson County,IL,Illinois,s7healthdept,1,NA,Yes,Yes,1,NA,NA,Southern Seven Health Department - lllinois,1.34E+18,"Vienna Head Start Early Learning Center reminded parents to enroll their child in Head Start during the Heritage Festival Parade in Vienna on October 2.  For more information about Head Start, call 618-634-2297 or visit  https://t.co/dvuealnaD0.  https://t.co/i1NCcb6XAy",10/7/2021,12:35:49,https://twitter.com/S7HealthDept/status/1446152294731554821,2021,10,7
17089,Kane County,IL,Illinois,kanecohealth,1,NA,Yes,Yes,0,NA,NA,NA,41399487,"The Kane County Health Department will be closed Thursday, November 25 and Friday, November 26 for Thanksgiving.  https://t.co/8A0DN4Mxos",11/23/2021,16:01:24,https://twitter.com/KaneCoHealth/status/1463251360263114763,2021,11,23
17091,Kankakee County,IL,Illinois,kankakeehealth,1,NA,Yes,No,0,NA,NA,NA,49353890,July is #JuvenileArthritis Awareness Month! Together we can #CureArthritis! Get involved today! #KidsGetArthritis  https://t.co/4CefYVfEfP,7/23/2021,10:37:58,https://twitter.com/kankakeehealth/status/1418581155905949696,2021,7,23
17093,Kendall County,IL,Illinois,kendallhealth,1,DoubleCheck,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17095,Knox County,IL,Illinois,kchd92,1,NA,Yes,Yes,0,NA,NA,NA,619370006,Handling poultry (chickens and turkey) incorrectly and undercooking it are the most common problems that lead to foodborne disease outbreaks linked to poultry. Follow these food safety tips for your holiday meal:  https://t.co/U8aTk6wdjp  https://t.co/npX5U3UUuw,11/23/2021,10:21:40,https://twitter.com/kchd92/status/1463165860865101829,2021,11,23
17097,Lake County,IL,Illinois,lakecohealth,1,NA,Yes,Yes,0,NA,NA,NA,18216165,"Mañana en la Clínica de Vacunas COVID-19 para niños de 5 a 11 años en la Escuela Intermedia Magee en Round Lake. La clínica estará abierta de 10 a. M. A 6 p. M. Las citas están disponibles en AllVax. Proteja a su familia contra el COVID-19 en esta temporada navideña, #vacúnese.  https://t.co/PWY3yIVgAU",11/20/2021,10:41:55,https://twitter.com/LakeCoHealth/status/1462083794459049986,2021,11,20
17099,LaSalle County,IL,Illinois,lasallecohealth,1,NA,Yes,Yes,0,NA,NA,NA,2303659783,Anyone in need of rapid antigen testing needs to call the Health Department to pre-register.,11/24/2021,16:06:18,https://twitter.com/LaSalleCoHealth/status/1463614979819687943,2021,11,24
17101,Lawrence County,IL,Illinois,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17103,Lee County,IL,Illinois,lchd_illinois,1,DoubleCheck,No,No,0,NA,Outdated-Add District,NA,NA,NA,NA,NA,NA,NA,NA,NA
17105,Livingston County,IL,Illinois,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17107,Logan County,IL,Illinois,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17109,McDonough County,IL,Illinois,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17111,McHenry County,IL,Illinois,mchenrycohealth,1,DoubleCheck,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17113,McLean County,IL,Illinois,mcleanhealth,1,NA,Yes,Yes,0,NA,NA,NA,121220163,https://t.co/9G7Bc6Oo7f,11/24/2021,18:00:01,https://twitter.com/McLeanHealth/status/1463643598151303171,2021,11,24
17115,Macon County,IL,Illinois,maconcountyhd,1,NA,No,No,0,NA,Outdated-Add District,NA,218994349,Check out  https://t.co/GXBUYkQCg5 for new #jobopenings #jobs #DecaturCityLimitless #publichealth,12/14/2016,10:29:45,https://twitter.com/Maconcountyhd/status/809057799808368640,2016,12,14
17117,Macoupin County,IL,Illinois,macoupinhealth,1,NA,Yes,No,0,NA,NA,NA,935381618,"If you have questions regarding COVID-19, call the hotline at 217-313-5078 or email your questions to mcphd@mcphd.net. If you are experiencing symptoms, contact your physician. If you do not have a primary physician, call 217-854-3692 and ask for the Public Health Nurse.  https://t.co/lpRI62Ajxz",3/16/2020,18:39:02,https://twitter.com/MacoupinHealth/status/1239682614002438145,2020,3,16
17119,Madison County,IL,Illinois,madisonchd,1,NA,Yes,Yes,0,NA,NA,NA,334230293,Additional Data Source Links: Data Dashboard:  https://t.co/4JtBrzgiWO Mobile Dashboard:  https://t.co/bMNM39nTW8 COVID Response Hub:  https://t.co/0S320LMAiF IDPH Vaccine Data:  https://t.co/1qFkEaEl5A IDPH COVID Data:  https://t.co/oHXT69uwwG CDC COVID Data:  https://t.co/6PoaGZ0erp,11/24/2021,16:47:02,https://twitter.com/MadisonCHD/status/1463625232552505349,2021,11,24
17121,Marion County,IL,Illinois,s7healthdept,1,NA,Yes,Yes,1,NA,NA,Southern Seven Health Department - lllinois,1.34E+18,"Vienna Head Start Early Learning Center reminded parents to enroll their child in Head Start during the Heritage Festival Parade in Vienna on October 2.  For more information about Head Start, call 618-634-2297 or visit  https://t.co/dvuealnaD0.  https://t.co/i1NCcb6XAy",10/7/2021,12:35:49,https://twitter.com/S7HealthDept/status/1446152294731554821,2021,10,7
17123,Marshall County,IL,Illinois,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17125,Mason County,IL,Illinois,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17127,Massac County,IL,Illinois,s7healthdept,1,NA,Yes,Yes,1,NA,NA,Southern Seven Health Department - lllinois,1.34E+18,"Vienna Head Start Early Learning Center reminded parents to enroll their child in Head Start during the Heritage Festival Parade in Vienna on October 2.  For more information about Head Start, call 618-634-2297 or visit  https://t.co/dvuealnaD0.  https://t.co/i1NCcb6XAy",10/7/2021,12:35:49,https://twitter.com/S7HealthDept/status/1446152294731554821,2021,10,7
17129,Menard County,IL,Illinois,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17131,Mercer County,IL,Illinois,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17133,Monroe County,IL,Illinois,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17135,Montgomery County,IL,Illinois,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17137,Morgan County,IL,Illinois,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17139,Moultrie County,IL,Illinois,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17141,Ogle County,IL,Illinois,oglecountyhd,1,DoubleCheck,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17143,Peoria County,IL,Illinois,peoriaprepare,1,DoubleCheck,No,No,0,NA,Outdated-Add District,NA,NA,NA,NA,NA,NA,NA,NA,NA
17145,Perry County,IL,Illinois,pchd_illinois,1,NA,Yes,No,0,NA,NA,NA,1.14E+18,"Responding to the #2020Census is our civic duty and affects the allocation of funding for our community’s public resources, how we plan for the future, and our voice in government. To learn more, visit  https://t.co/uUybKpKAWA.  https://t.co/7ewWxY1bNU",3/30/2020,14:10:50,https://twitter.com/PCHD_Illinois/status/1244688553466122241,2020,3,30
17147,Piatt County,IL,Illinois,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17149,Pike County,IL,Illinois,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17151,Pope County,IL,Illinois,s7healthdept,1,NA,Yes,Yes,1,NA,NA,Southern Seven Health Department - lllinois,1.34E+18,"Vienna Head Start Early Learning Center reminded parents to enroll their child in Head Start during the Heritage Festival Parade in Vienna on October 2.  For more information about Head Start, call 618-634-2297 or visit  https://t.co/dvuealnaD0.  https://t.co/i1NCcb6XAy",10/7/2021,12:35:49,https://twitter.com/S7HealthDept/status/1446152294731554821,2021,10,7
